time,sa,value
2012-07-11,nsa,134.9
2012-07-11,sa,93.6
2012-07-12,nsa,131
2012-07-12,sa,94.1
2012-07-13,nsa,109.5
2012-07-13,sa,93.5
2012-07-14,nsa,32.4
2012-07-14,sa,89.2
2012-07-15,nsa,13.5
2012-07-15,sa,93.1
2012-07-16,nsa,116.6
2012-07-16,sa,93.7
2012-07-17,nsa,132.2
2012-07-17,sa,93.7
2012-07-18,nsa,132.7
2012-07-18,sa,93.6
2012-07-19,nsa,127.9
2012-07-19,sa,93.1
2012-07-20,nsa,107.9
2012-07-20,sa,93.7
2012-07-21,nsa,31.5
2012-07-21,sa,91.7
2012-07-22,nsa,13.3
2012-07-22,sa,93.3
2012-07-23,nsa,114.7
2012-07-23,sa,93.8
2012-07-24,nsa,128.2
2012-07-24,sa,92.7
2012-07-25,nsa,129
2012-07-25,sa,92.9
2012-07-26,nsa,125.3
2012-07-26,sa,93
2012-07-27,nsa,104.9
2012-07-27,sa,92.9
2012-07-28,nsa,30.4
2012-07-28,sa,92.4
2012-07-29,nsa,13
2012-07-29,sa,93.5
2012-07-30,nsa,111.3
2012-07-30,sa,93
2012-07-31,nsa,125
2012-07-31,sa,92.7
2012-08-01,nsa,125.3
2012-08-01,sa,92.7
2012-08-02,nsa,121.5
2012-08-02,sa,93
2012-08-03,nsa,102
2012-08-03,sa,93.1
2012-08-04,nsa,29.4
2012-08-04,sa,93.6
2012-08-05,nsa,12.7
2012-08-05,sa,94.4
2012-08-06,nsa,109.2
2012-08-06,sa,93.7
2012-08-07,nsa,124
2012-08-07,sa,93.4
2012-08-08,nsa,123.8
2012-08-08,sa,92.7
2012-08-09,nsa,120.5
2012-08-09,sa,92.7
2012-08-10,nsa,101.5
2012-08-10,sa,93.5
2012-08-11,nsa,29.4
2012-08-11,sa,94.1
2012-08-12,nsa,12.7
2012-08-12,sa,95.1
2012-08-13,nsa,108.9
2012-08-13,sa,94.1
2012-08-14,nsa,121.2
2012-08-14,sa,93.1
2012-08-15,nsa,110.8
2012-08-15,sa,92.4
2012-08-16,nsa,112.5
2012-08-16,sa,89.5
2012-08-17,nsa,101.7
2012-08-17,sa,94.1
2012-08-18,nsa,29.5
2012-08-18,sa,93.6
2012-08-19,nsa,12.9
2012-08-19,sa,94.7
2012-08-20,nsa,109.5
2012-08-20,sa,92.9
2012-08-21,nsa,124.9
2012-08-21,sa,92.8
2012-08-22,nsa,127.5
2012-08-22,sa,92.9
2012-08-23,nsa,124.9
2012-08-23,sa,93.3
2012-08-24,nsa,106.6
2012-08-24,sa,94.8
2012-08-25,nsa,31.8
2012-08-25,sa,91.8
2012-08-26,nsa,13.5
2012-08-26,sa,93.4
2012-08-27,nsa,114.7
2012-08-27,sa,94.7
2012-08-28,nsa,129
2012-08-28,sa,93.3
2012-08-29,nsa,131.3
2012-08-29,sa,93.1
2012-08-30,nsa,127.8
2012-08-30,sa,92.7
2012-08-31,nsa,107.5
2012-08-31,sa,92.8
2012-09-01,nsa,37.5
2012-09-01,sa,93.9
2012-09-02,nsa,13.5
2012-09-02,sa,92.2
2012-09-03,nsa,116.2
2012-09-03,sa,92.4
2012-09-04,nsa,132.8
2012-09-04,sa,93.2
2012-09-05,nsa,134.4
2012-09-05,sa,93
2012-09-06,nsa,132
2012-09-06,sa,93.6
2012-09-07,nsa,111
2012-09-07,sa,93.1
2012-09-08,nsa,39.1
2012-09-08,sa,93.5
2012-09-09,nsa,14
2012-09-09,sa,93.1
2012-09-10,nsa,118
2012-09-10,sa,93.1
2012-09-11,nsa,133.9
2012-09-11,sa,92.9
2012-09-12,nsa,136.4
2012-09-12,sa,93.7
2012-09-13,nsa,133.1
2012-09-13,sa,93.4
2012-09-14,nsa,113
2012-09-14,sa,93.7
2012-09-15,nsa,40.3
2012-09-15,sa,93.2
2012-09-16,nsa,14.1
2012-09-16,sa,93.6
2012-09-17,nsa,119.8
2012-09-17,sa,93.9
2012-09-18,nsa,136.2
2012-09-18,sa,93.7
2012-09-19,nsa,137.2
2012-09-19,sa,92.9
2012-09-20,nsa,134.3
2012-09-20,sa,93.6
2012-09-21,nsa,113.6
2012-09-21,sa,93.3
2012-09-22,nsa,40.4
2012-09-22,sa,92.8
2012-09-23,nsa,13.9
2012-09-23,sa,93.1
2012-09-24,nsa,119.4
2012-09-24,sa,92.9
2012-09-25,nsa,137.2
2012-09-25,sa,93.4
2012-09-26,nsa,138.6
2012-09-26,sa,93.5
2012-09-27,nsa,134.2
2012-09-27,sa,92.9
2012-09-28,nsa,114.9
2012-09-28,sa,93.3
2012-09-29,nsa,42.3
2012-09-29,sa,93.6
2012-09-30,nsa,14.6
2012-09-30,sa,92.7
2012-10-01,nsa,122.8
2012-10-01,sa,92.8
2012-10-02,nsa,132
2012-10-02,sa,93
2012-10-03,nsa,31.7
2012-10-03,sa,86.4
2012-10-04,nsa,140.5
2012-10-04,sa,98.6
2012-10-05,nsa,120.9
2012-10-05,sa,95
2012-10-06,nsa,44.3
2012-10-06,sa,92.6
2012-10-07,nsa,14.2
2012-10-07,sa,91.2
2012-10-08,nsa,120.7
2012-10-08,sa,91.6
2012-10-09,nsa,138.1
2012-10-09,sa,92.9
2012-10-10,nsa,138.4
2012-10-10,sa,92.9
2012-10-11,nsa,134
2012-10-11,sa,92.7
2012-10-12,nsa,114.2
2012-10-12,sa,92.7
2012-10-13,nsa,42.3
2012-10-13,sa,92.9
2012-10-14,nsa,13.9
2012-10-14,sa,92.9
2012-10-15,nsa,120.1
2012-10-15,sa,92.5
2012-10-16,nsa,136.8
2012-10-16,sa,92.2
2012-10-17,nsa,137.5
2012-10-17,sa,92.4
2012-10-18,nsa,133.6
2012-10-18,sa,92.5
2012-10-19,nsa,113.6
2012-10-19,sa,92.5
2012-10-20,nsa,40.9
2012-10-20,sa,92.1
2012-10-21,nsa,13.9
2012-10-21,sa,92.4
2012-10-22,nsa,120.6
2012-10-22,sa,92.5
2012-10-23,nsa,137.6
2012-10-23,sa,92.8
2012-10-24,nsa,136.7
2012-10-24,sa,92
2012-10-25,nsa,133.1
2012-10-25,sa,92
2012-10-26,nsa,112.6
2012-10-26,sa,92.5
2012-10-27,nsa,41.2
2012-10-27,sa,92.4
2012-10-28,nsa,14.8
2012-10-28,sa,92.7
2012-10-29,nsa,121.5
2012-10-29,sa,93.2
2012-10-30,nsa,136.4
2012-10-30,sa,93.2
2012-10-31,nsa,110.1
2012-10-31,sa,82.6
2012-11-01,nsa,65
2012-11-01,sa,96.2
2012-11-02,nsa,100.2
2012-11-02,sa,101.9
2012-11-03,nsa,38.8
2012-11-03,sa,88
2012-11-04,nsa,13.7
2012-11-04,sa,89.8
2012-11-05,nsa,119.8
2012-11-05,sa,89.8
2012-11-06,nsa,137.6
2012-11-06,sa,91.4
2012-11-07,nsa,138.7
2012-11-07,sa,92.4
2012-11-08,nsa,135
2012-11-08,sa,92.3
2012-11-09,nsa,115.8
2012-11-09,sa,92.9
2012-11-10,nsa,41.5
2012-11-10,sa,93.2
2012-11-11,nsa,14.3
2012-11-11,sa,92.5
2012-11-12,nsa,120.6
2012-11-12,sa,97.1
2012-11-13,nsa,137.3
2012-11-13,sa,93
2012-11-14,nsa,138.2
2012-11-14,sa,92.6
2012-11-15,nsa,134.1
2012-11-15,sa,92.6
2012-11-16,nsa,114.7
2012-11-16,sa,92.7
2012-11-17,nsa,41.1
2012-11-17,sa,92.3
2012-11-18,nsa,14.4
2012-11-18,sa,93.4
2012-11-19,nsa,121.9
2012-11-19,sa,93.4
2012-11-20,nsa,137.6
2012-11-20,sa,92.8
2012-11-21,nsa,136.8
2012-11-21,sa,91.1
2012-11-22,nsa,134.1
2012-11-22,sa,92.3
2012-11-23,nsa,114.6
2012-11-23,sa,92.2
2012-11-24,nsa,40.5
2012-11-24,sa,91.4
2012-11-25,nsa,14.6
2012-11-25,sa,92.1
2012-11-26,nsa,121.8
2012-11-26,sa,92.8
2012-11-27,nsa,137.6
2012-11-27,sa,92.7
2012-11-28,nsa,138.8
2012-11-28,sa,92.7
2012-11-29,nsa,133.4
2012-11-29,sa,92.5
2012-11-30,nsa,114.4
2012-11-30,sa,92.7
2012-12-01,nsa,41.4
2012-12-01,sa,92.5
2012-12-02,nsa,14.8
2012-12-02,sa,93.4
2012-12-03,nsa,121.1
2012-12-03,sa,92.2
2012-12-04,nsa,137.9
2012-12-04,sa,93
2012-12-05,nsa,139.2
2012-12-05,sa,92.7
2012-12-06,nsa,134.2
2012-12-06,sa,92.9
2012-12-07,nsa,114.1
2012-12-07,sa,92.3
2012-12-08,nsa,42.1
2012-12-08,sa,93.2
2012-12-09,nsa,14.6
2012-12-09,sa,93.1
2012-12-10,nsa,117.7
2012-12-10,sa,90.1
2012-12-11,nsa,135.2
2012-12-11,sa,91.6
2012-12-12,nsa,136.6
2012-12-12,sa,89.8
2012-12-13,nsa,135.6
2012-12-13,sa,93.1
2012-12-14,nsa,115.4
2012-12-14,sa,92.7
2012-12-15,nsa,45
2012-12-15,sa,93.4
2012-12-16,nsa,16.3
2012-12-16,sa,93
2012-12-17,nsa,120.2
2012-12-17,sa,93.4
2012-12-18,nsa,135.2
2012-12-18,sa,93.5
2012-12-19,nsa,132.9
2012-12-19,sa,89.8
2012-12-20,nsa,121.6
2012-12-20,sa,87
2012-12-21,nsa,90.4
2012-12-21,sa,86.9
2012-12-22,nsa,28.5
2012-12-22,sa,72.7
2012-12-23,nsa,7.4
2012-12-23,sa,84.1
2012-12-24,nsa,11
2012-12-24,sa,88.3
2012-12-25,nsa,3.3
2012-12-25,sa,90.5
2012-12-26,nsa,8.2
2012-12-26,sa,82.9
2012-12-27,nsa,55.6
2012-12-27,sa,90
2012-12-28,nsa,53.8
2012-12-28,sa,88.6
2012-12-29,nsa,20.6
2012-12-29,sa,85.3
2012-12-30,nsa,6.4
2012-12-30,sa,92.5
2012-12-31,nsa,11.2
2012-12-31,sa,90.3
2013-01-01,nsa,7.4
2013-01-01,sa,85.7
2013-01-02,nsa,72
2013-01-02,sa,105.8
2013-01-03,nsa,90.9
2013-01-03,sa,107.3
2013-01-04,nsa,83.8
2013-01-04,sa,98.6
2013-01-05,nsa,35.7
2013-01-05,sa,76
2013-01-06,nsa,14.3
2013-01-06,sa,76.9
2013-01-07,nsa,107.8
2013-01-07,sa,103.5
2013-01-08,nsa,126.1
2013-01-08,sa,97.1
2013-01-09,nsa,128.1
2013-01-09,sa,95
2013-01-10,nsa,125
2013-01-10,sa,93.3
2013-01-11,nsa,106.7
2013-01-11,sa,93.5
2013-01-12,nsa,38.8
2013-01-12,sa,93.5
2013-01-13,nsa,14.4
2013-01-13,sa,93
2013-01-14,nsa,112.3
2013-01-14,sa,91.9
2013-01-15,nsa,127.6
2013-01-15,sa,91.6
2013-01-16,nsa,128.9
2013-01-16,sa,91.3
2013-01-17,nsa,125.3
2013-01-17,sa,91.5
2013-01-18,nsa,107.7
2013-01-18,sa,92.9
2013-01-19,nsa,38.6
2013-01-19,sa,91.8
2013-01-20,nsa,13.8
2013-01-20,sa,91
2013-01-21,nsa,106
2013-01-21,sa,85.8
2013-01-22,nsa,128.8
2013-01-22,sa,92.1
2013-01-23,nsa,130.2
2013-01-23,sa,92.3
2013-01-24,nsa,124.9
2013-01-24,sa,91.2
2013-01-25,nsa,105
2013-01-25,sa,90.8
2013-01-26,nsa,37.6
2013-01-26,sa,91
2013-01-27,nsa,13.9
2013-01-27,sa,92
2013-01-28,nsa,112.4
2013-01-28,sa,91.6
2013-01-29,nsa,128.1
2013-01-29,sa,91.5
2013-01-30,nsa,129.7
2013-01-30,sa,92.1
2013-01-31,nsa,125.9
2013-01-31,sa,92.1
2013-02-01,nsa,105.6
2013-02-01,sa,92.1
2013-02-02,nsa,37.7
2013-02-02,sa,92.2
2013-02-03,nsa,13.8
2013-02-03,sa,92.3
2013-02-04,nsa,113.8
2013-02-04,sa,92.6
2013-02-05,nsa,129.6
2013-02-05,sa,92.7
2013-02-06,nsa,129.5
2013-02-06,sa,92.8
2013-02-07,nsa,126
2013-02-07,sa,92.8
2013-02-08,nsa,105.7
2013-02-08,sa,92.2
2013-02-09,nsa,39
2013-02-09,sa,93.7
2013-02-10,nsa,14
2013-02-10,sa,92.8
2013-02-11,nsa,105.1
2013-02-11,sa,92.4
2013-02-12,nsa,123
2013-02-12,sa,91.1
2013-02-13,nsa,127.8
2013-02-13,sa,90.3
2013-02-14,nsa,124.8
2013-02-14,sa,90.9
2013-02-15,nsa,105.6
2013-02-15,sa,92
2013-02-16,nsa,38.1
2013-02-16,sa,92.4
2013-02-17,nsa,14.1
2013-02-17,sa,92.9
2013-02-18,nsa,115
2013-02-18,sa,93.3
2013-02-19,nsa,129.6
2013-02-19,sa,92
2013-02-20,nsa,132.1
2013-02-20,sa,92.6
2013-02-21,nsa,127.8
2013-02-21,sa,92.2
2013-02-22,nsa,107.7
2013-02-22,sa,92.5
2013-02-23,nsa,38.2
2013-02-23,sa,92.8
2013-02-24,nsa,14.4
2013-02-24,sa,93.1
2013-02-25,nsa,114.7
2013-02-25,sa,92
2013-02-26,nsa,131.9
2013-02-26,sa,92.7
2013-02-27,nsa,133.6
2013-02-27,sa,92.4
2013-02-28,nsa,129.8
2013-02-28,sa,92.5
2013-03-01,nsa,109.9
2013-03-01,sa,92.2
2013-03-02,nsa,39.5
2013-03-02,sa,92.5
2013-03-03,nsa,14.4
2013-03-03,sa,92.2
2013-03-04,nsa,117.6
2013-03-04,sa,93.3
2013-03-05,nsa,134.4
2013-03-05,sa,93.5
2013-03-06,nsa,135.9
2013-03-06,sa,93.6
2013-03-07,nsa,132.7
2013-03-07,sa,93.8
2013-03-08,nsa,112.3
2013-03-08,sa,93.4
2013-03-09,nsa,39.9
2013-03-09,sa,92.7
2013-03-10,nsa,14.4
2013-03-10,sa,92.9
2013-03-11,nsa,117.1
2013-03-11,sa,92.2
2013-03-12,nsa,126.1
2013-03-12,sa,85.2
2013-03-13,nsa,134.2
2013-03-13,sa,91.1
2013-03-14,nsa,131.6
2013-03-14,sa,91.7
2013-03-15,nsa,112.6
2013-03-15,sa,92
2013-03-16,nsa,40.3
2013-03-16,sa,92.1
2013-03-17,nsa,14.5
2013-03-17,sa,91.8
2013-03-18,nsa,118.3
2013-03-18,sa,91.7
2013-03-19,nsa,135.9
2013-03-19,sa,91.4
2013-03-20,nsa,137.4
2013-03-20,sa,92.8
2013-03-21,nsa,136
2013-03-21,sa,94.1
2013-03-22,nsa,115.4
2013-03-22,sa,93
2013-03-23,nsa,43.6
2013-03-23,sa,93.5
2013-03-24,nsa,16
2013-03-24,sa,93
2013-03-25,nsa,122.2
2013-03-25,sa,94.5
2013-03-26,nsa,139.5
2013-03-26,sa,94
2013-03-27,nsa,139
2013-03-27,sa,92.9
2013-03-28,nsa,116.6
2013-03-28,sa,93.5
2013-03-29,nsa,21.9
2013-03-29,sa,98.2
2013-03-30,nsa,27.7
2013-03-30,sa,93.6
2013-03-31,nsa,4.7
2013-03-31,sa,92.2
2013-04-01,nsa,11.5
2013-04-01,sa,98.6
2013-04-02,nsa,120.5
2013-04-02,sa,93.1
2013-04-03,nsa,140.3
2013-04-03,sa,92.7
2013-04-04,nsa,139
2013-04-04,sa,94.6
2013-04-05,nsa,119.1
2013-04-05,sa,94
2013-04-06,nsa,45.6
2013-04-06,sa,94.1
2013-04-07,nsa,15
2013-04-07,sa,92.2
2013-04-08,nsa,120.5
2013-04-08,sa,91
2013-04-09,nsa,137.9
2013-04-09,sa,89.9
2013-04-10,nsa,139
2013-04-10,sa,89.4
2013-04-11,nsa,135.5
2013-04-11,sa,90.7
2013-04-12,nsa,115.6
2013-04-12,sa,91.2
2013-04-13,nsa,41.9
2013-04-13,sa,91.2
2013-04-14,nsa,14.7
2013-04-14,sa,91.4
2013-04-15,nsa,121.2
2013-04-15,sa,91.4
2013-04-16,nsa,139.2
2013-04-16,sa,92.3
2013-04-17,nsa,141.1
2013-04-17,sa,93.7
2013-04-18,nsa,136.5
2013-04-18,sa,92.2
2013-04-19,nsa,116.5
2013-04-19,sa,92.2
2013-04-20,nsa,42.2
2013-04-20,sa,91.9
2013-04-21,nsa,15
2013-04-21,sa,92.1
2013-04-22,nsa,123.1
2013-04-22,sa,92.1
2013-04-23,nsa,140.2
2013-04-23,sa,92.5
2013-04-24,nsa,141.5
2013-04-24,sa,94.8
2013-04-25,nsa,138.2
2013-04-25,sa,91.3
2013-04-26,nsa,117.2
2013-04-26,sa,91.9
2013-04-27,nsa,44
2013-04-27,sa,93.1
2013-04-28,nsa,15.8
2013-04-28,sa,92.6
2013-04-29,nsa,124.9
2013-04-29,sa,92.8
2013-04-30,nsa,126.9
2013-04-30,sa,89.2
2013-05-01,nsa,30.1
2013-05-01,sa,90.4
2013-05-02,nsa,130
2013-05-02,sa,90.7
2013-05-03,nsa,119.4
2013-05-03,sa,96
2013-05-04,nsa,42.5
2013-05-04,sa,93.2
2013-05-05,nsa,14.8
2013-05-05,sa,91.3
2013-05-06,nsa,122.8
2013-05-06,sa,92.3
2013-05-07,nsa,142
2013-05-07,sa,93.3
2013-05-08,nsa,129.7
2013-05-08,sa,103.1
2013-05-09,nsa,30.7
2013-05-09,sa,93.2
2013-05-10,nsa,102.1
2013-05-10,sa,93.4
2013-05-11,nsa,43.9
2013-05-11,sa,92.3
2013-05-12,nsa,15
2013-05-12,sa,92.4
2013-05-13,nsa,124.2
2013-05-13,sa,93
2013-05-14,nsa,142.7
2013-05-14,sa,93.7
2013-05-15,nsa,143.6
2013-05-15,sa,104
2013-05-16,nsa,139.8
2013-05-16,sa,91.8
2013-05-17,nsa,118.4
2013-05-17,sa,92.7
2013-05-18,nsa,44.7
2013-05-18,sa,93
2013-05-19,nsa,7.3
2013-05-19,sa,93.5
2013-05-20,nsa,13.9
2013-05-20,sa,94.3
2013-05-21,nsa,131.9
2013-05-21,sa,96.1
2013-05-22,nsa,147.7
2013-05-22,sa,104.6
2013-05-23,nsa,143.7
2013-05-23,sa,96.4
2013-05-24,nsa,122.4
2013-05-24,sa,96.2
2013-05-25,nsa,46
2013-05-25,sa,95.4
2013-05-26,nsa,15.2
2013-05-26,sa,92.2
2013-05-27,nsa,124.7
2013-05-27,sa,93.2
2013-05-28,nsa,142.4
2013-05-28,sa,93.8
2013-05-29,nsa,133.1
2013-05-29,sa,92.6
2013-05-30,nsa,64.7
2013-05-30,sa,92.9
2013-05-31,nsa,109.1
2013-05-31,sa,91.4
2013-06-01,nsa,42.6
2013-06-01,sa,91
2013-06-02,nsa,14.3
2013-06-02,sa,91.4
2013-06-03,nsa,120.9
2013-06-03,sa,92.7
2013-06-04,nsa,138.6
2013-06-04,sa,93.3
2013-06-05,nsa,138
2013-06-05,sa,91.5
2013-06-06,nsa,134.3
2013-06-06,sa,92.1
2013-06-07,nsa,116
2013-06-07,sa,92.8
2013-06-08,nsa,42.2
2013-06-08,sa,92.5
2013-06-09,nsa,14.7
2013-06-09,sa,92.8
2013-06-10,nsa,120.2
2013-06-10,sa,91.3
2013-06-11,nsa,137.6
2013-06-11,sa,90.9
2013-06-12,nsa,139.6
2013-06-12,sa,92.4
2013-06-13,nsa,135.2
2013-06-13,sa,92
2013-06-14,nsa,115.3
2013-06-14,sa,92
2013-06-15,nsa,42.1
2013-06-15,sa,92.6
2013-06-16,nsa,14.8
2013-06-16,sa,93.1
2013-06-17,nsa,121.7
2013-06-17,sa,93
2013-06-18,nsa,138.5
2013-06-18,sa,93.4
2013-06-19,nsa,139.6
2013-06-19,sa,94.3
2013-06-20,nsa,135
2013-06-20,sa,93.4
2013-06-21,nsa,115.5
2013-06-21,sa,94.1
2013-06-22,nsa,41.5
2013-06-22,sa,93.6
2013-06-23,nsa,14.5
2013-06-23,sa,93.7
2013-06-24,nsa,120.6
2013-06-24,sa,93.6
2013-06-25,nsa,138.3
2013-06-25,sa,94.5
2013-06-26,nsa,138.4
2013-06-26,sa,94.3
2013-06-27,nsa,134.9
2013-06-27,sa,94.5
2013-06-28,nsa,112.9
2013-06-28,sa,93.2
2013-06-29,nsa,41.2
2013-06-29,sa,94.3
2013-06-30,nsa,14.4
2013-06-30,sa,94.2
2013-07-01,nsa,120.1
2013-07-01,sa,94.3
2013-07-02,nsa,136.9
2013-07-02,sa,95.1
2013-07-03,nsa,137.1
2013-07-03,sa,94.2
2013-07-04,nsa,134.3
2013-07-04,sa,95.6
2013-07-05,nsa,113.5
2013-07-05,sa,95.9
2013-07-06,nsa,33.5
2013-07-06,sa,89.3
2013-07-07,nsa,14.1
2013-07-07,sa,95.6
2013-07-08,nsa,119.5
2013-07-08,sa,94.9
2013-07-09,nsa,136.4
2013-07-09,sa,95.8
2013-07-10,nsa,137.1
2013-07-10,sa,95.7
2013-07-11,nsa,133.1
2013-07-11,sa,95.3
2013-07-12,nsa,111.9
2013-07-12,sa,95.5
2013-07-13,nsa,33.4
2013-07-13,sa,90.8
2013-07-14,nsa,14.1
2013-07-14,sa,93.8
2013-07-15,nsa,117.9
2013-07-15,sa,95.2
2013-07-16,nsa,134.4
2013-07-16,sa,95.7
2013-07-17,nsa,135
2013-07-17,sa,95.2
2013-07-18,nsa,131.1
2013-07-18,sa,95.4
2013-07-19,nsa,109.4
2013-07-19,sa,94.7
2013-07-20,nsa,32.1
2013-07-20,sa,92.3
2013-07-21,nsa,13.7
2013-07-21,sa,95.2
2013-07-22,nsa,115.7
2013-07-22,sa,95
2013-07-23,nsa,130.3
2013-07-23,sa,94
2013-07-24,nsa,131.2
2013-07-24,sa,94.3
2013-07-25,nsa,127.4
2013-07-25,sa,94.6
2013-07-26,nsa,107.3
2013-07-26,sa,94.6
2013-07-27,nsa,31.1
2013-07-27,sa,92.7
2013-07-28,nsa,13.3
2013-07-28,sa,95.9
2013-07-29,nsa,112.6
2013-07-29,sa,94.1
2013-07-30,nsa,127.7
2013-07-30,sa,94.4
2013-07-31,nsa,127.4
2013-07-31,sa,93.9
2013-08-01,nsa,123.1
2013-08-01,sa,93.8
2013-08-02,nsa,103.2
2013-08-02,sa,94.1
2013-08-03,nsa,30.7
2013-08-03,sa,95
2013-08-04,nsa,13.1
2013-08-04,sa,97.1
2013-08-05,nsa,110.6
2013-08-05,sa,94.7
2013-08-06,nsa,125.1
2013-08-06,sa,94.5
2013-08-07,nsa,126.2
2013-08-07,sa,94.5
2013-08-08,nsa,122.1
2013-08-08,sa,94.6
2013-08-09,nsa,103
2013-08-09,sa,94.8
2013-08-10,nsa,30.5
2013-08-10,sa,95.2
2013-08-11,nsa,13.1
2013-08-11,sa,97.8
2013-08-12,nsa,110.7
2013-08-12,sa,95.7
2013-08-13,nsa,126.1
2013-08-13,sa,95.9
2013-08-14,nsa,122.2
2013-08-14,sa,93.2
2013-08-15,nsa,106.7
2013-08-15,sa,94.4
2013-08-16,nsa,94.7
2013-08-16,sa,92.6
2013-08-17,nsa,28.7
2013-08-17,sa,93.4
2013-08-18,nsa,12.5
2013-08-18,sa,97.6
2013-08-19,nsa,109.4
2013-08-19,sa,92.8
2013-08-20,nsa,127.3
2013-08-20,sa,94.8
2013-08-21,nsa,127.7
2013-08-21,sa,94
2013-08-22,nsa,125.6
2013-08-22,sa,95.4
2013-08-23,nsa,106.7
2013-08-23,sa,95.7
2013-08-24,nsa,32.5
2013-08-24,sa,92.6
2013-08-25,nsa,13.8
2013-08-25,sa,96.3
2013-08-26,nsa,115.9
2013-08-26,sa,95.8
2013-08-27,nsa,131.9
2013-08-27,sa,95.8
2013-08-28,nsa,132.5
2013-08-28,sa,94.9
2013-08-29,nsa,129.3
2013-08-29,sa,95.5
2013-08-30,nsa,109.9
2013-08-30,sa,95.8
2013-08-31,nsa,34.2
2013-08-31,sa,91.7
2013-09-01,nsa,14.1
2013-09-01,sa,94.8
2013-09-02,nsa,118.7
2013-09-02,sa,95.5
2013-09-03,nsa,135.4
2013-09-03,sa,95.2
2013-09-04,nsa,136.2
2013-09-04,sa,95
2013-09-05,nsa,131.9
2013-09-05,sa,94.6
2013-09-06,nsa,112.3
2013-09-06,sa,94.6
2013-09-07,nsa,40.2
2013-09-07,sa,94.8
2013-09-08,nsa,14.1
2013-09-08,sa,94.5
2013-09-09,nsa,118.9
2013-09-09,sa,94.5
2013-09-10,nsa,135.9
2013-09-10,sa,94.3
2013-09-11,nsa,137.1
2013-09-11,sa,94.7
2013-09-12,nsa,133.9
2013-09-12,sa,94.9
2013-09-13,nsa,113.7
2013-09-13,sa,94.7
2013-09-14,nsa,40.7
2013-09-14,sa,94.5
2013-09-15,nsa,14.1
2013-09-15,sa,94.4
2013-09-16,nsa,119.6
2013-09-16,sa,94.3
2013-09-17,nsa,137.5
2013-09-17,sa,94.6
2013-09-18,nsa,138.4
2013-09-18,sa,94.6
2013-09-19,nsa,135.7
2013-09-19,sa,95
2013-09-20,nsa,115.1
2013-09-20,sa,94.7
2013-09-21,nsa,41.6
2013-09-21,sa,94.5
2013-09-22,nsa,14.3
2013-09-22,sa,95
2013-09-23,nsa,121.6
2013-09-23,sa,95.1
2013-09-24,nsa,139.4
2013-09-24,sa,95.7
2013-09-25,nsa,140.7
2013-09-25,sa,95.6
2013-09-26,nsa,136.9
2013-09-26,sa,95.3
2013-09-27,nsa,116.9
2013-09-27,sa,95.7
2013-09-28,nsa,43.9
2013-09-28,sa,95.4
2013-09-29,nsa,14.9
2013-09-29,sa,95.4
2013-09-30,nsa,124.2
2013-09-30,sa,95.7
2013-10-01,nsa,144.8
2013-10-01,sa,97.4
2013-10-02,nsa,133.4
2013-10-02,sa,94.3
2013-10-03,nsa,31.6
2013-10-03,sa,107.1
2013-10-04,nsa,112.7
2013-10-04,sa,92.6
2013-10-05,nsa,44.5
2013-10-05,sa,91.3
2013-10-06,nsa,14.6
2013-10-06,sa,92.4
2013-10-07,nsa,124.8
2013-10-07,sa,94.8
2013-10-08,nsa,142.7
2013-10-08,sa,96.2
2013-10-09,nsa,141.5
2013-10-09,sa,94.9
2013-10-10,nsa,137
2013-10-10,sa,94.9
2013-10-11,nsa,116.5
2013-10-11,sa,94.8
2013-10-12,nsa,44.2
2013-10-12,sa,95.4
2013-10-13,nsa,14.6
2013-10-13,sa,94.8
2013-10-14,nsa,122.3
2013-10-14,sa,94.8
2013-10-15,nsa,139.8
2013-10-15,sa,95
2013-10-16,nsa,141.4
2013-10-16,sa,95.2
2013-10-17,nsa,136.7
2013-10-17,sa,94.9
2013-10-18,nsa,116.1
2013-10-18,sa,94.7
2013-10-19,nsa,42.4
2013-10-19,sa,94.2
2013-10-20,nsa,14.3
2013-10-20,sa,94.9
2013-10-21,nsa,122.4
2013-10-21,sa,94.9
2013-10-22,nsa,139.6
2013-10-22,sa,94.2
2013-10-23,nsa,140.7
2013-10-23,sa,94.1
2013-10-24,nsa,136.1
2013-10-24,sa,94.6
2013-10-25,nsa,116.5
2013-10-25,sa,94.9
2013-10-26,nsa,42.4
2013-10-26,sa,95.6
2013-10-27,nsa,14.9
2013-10-27,sa,95.4
2013-10-28,nsa,122.8
2013-10-28,sa,94.6
2013-10-29,nsa,142.1
2013-10-29,sa,95.8
2013-10-30,nsa,139
2013-10-30,sa,95.4
2013-10-31,nsa,107.1
2013-10-31,sa,84.3
2013-11-01,nsa,53.8
2013-11-01,sa,87.2
2013-11-02,nsa,32.8
2013-11-02,sa,87.9
2013-11-03,nsa,13.9
2013-11-03,sa,92.3
2013-11-04,nsa,124.4
2013-11-04,sa,94.2
2013-11-05,nsa,143.3
2013-11-05,sa,95.1
2013-11-06,nsa,143.6
2013-11-06,sa,95.8
2013-11-07,nsa,139.6
2013-11-07,sa,95.5
2013-11-08,nsa,119.1
2013-11-08,sa,95.5
2013-11-09,nsa,44.1
2013-11-09,sa,95.5
2013-11-10,nsa,15
2013-11-10,sa,96.2
2013-11-11,nsa,123.1
